2017-03-17,0.04923172697814772
2017-03-18,0.057618803775577
2017-03-19,0.08658316011795586
2017-03-20,0.07837425761729554
2017-03-21,0.17930712328646886
2017-03-22,0.10710125646711005
2017-03-23,0.04380687550064407
2017-03-24,0.024032743263032934
2017-03-25,0.22330306375326567
2017-03-26,0.14209433923997333
2017-03-27,0.14156725626173977
2017-03-28,0.2195237879254886
2017-03-29,0.2380762304039023
2017-03-30,0
2017-03-31,0.2797088702911821
2017-04-01,0.037313360666590994
2017-04-02,0.04659939882748314
2017-04-03,0.014332802675532722
2017-04-04,0.012724213740270218
2017-04-05,0.010184975979360154
2017-04-06,0.03202359264997525
2017-04-07,0.01824916275853779
2017-04-08,0.03787691079688741
2017-04-09,0.15632738095238075
2017-04-10,0.07417099191317958
2017-04-11,0.06723983718103428
2017-04-12,0.027771872151684175
2017-04-13,0.023162806569365337
2017-04-14,0.0009237387070401754
2017-04-15,0
2017-04-16,0
2017-04-17,0.0020982518809967545
2017-04-18,-0.02796594010410751
2017-04-19,-0.010785397540639338
2017-04-20,0.08840476130392191
2017-04-21,0.13211813818166676
2017-04-22,0.11704074522475376
2017-04-23,0.06386206664707997
2017-04-24,0.03684855067260265
2017-04-25,0.037829659275540696
2017-04-26,0
2017-04-27,0.06540413882584221
2017-04-28,0.048094030665751984
2017-04-29,0.015693508538464112
2017-04-30,0.024314001842536473
2017-05-01,0.0336821108243354
2017-05-02,0.04093438746685981
2017-05-03,0.022598272200664227
2017-05-04,0.04928877601493586
2017-05-05,0.03484593674020046
2017-05-06,0.041656070022472125
2017-05-07,0.042268002205149896
2017-05-08,0.0644970066983261
2017-05-09,0.02935097705517549
