2017-03-17,51814.39499285666
2017-03-18,40213.920376685324
2017-03-19,36971.66605615185
2017-03-20,15563.180930959259
2017-03-21,15138.567283266942
2017-03-22,29962.67247565472
2017-03-23,19872.860812232557
2017-03-24,31664.780050780762
2017-03-25,37011.36264565644
2017-03-26,17732.576100987688
2017-03-27,34861.29163565033
2017-03-28,31828.944409563184
2017-03-29,16736.817365506413
2017-03-30,66933.17798484847
2017-03-31,26569.516947856948
2017-04-01,30790.805802324496
2017-04-02,26477.62516553744
2017-04-03,25170.369775833366
2017-04-04,36444.62227043034
2017-04-05,27911.497691117158
2017-04-06,33073.105676315994
2017-04-07,44410.174550992124
2017-04-08,27569.48242364611
2017-04-09,28949.962995459322
2017-04-10,31355.943899397458
2017-04-11,33092.81771965262
2017-04-12,32939.35874569206
2017-04-13,42726.15047990742
2017-04-14,25817.907385643284
2017-04-15,0
2017-04-16,0
2017-04-17,35749.15329832161
2017-04-18,34947.1684484379
2017-04-19,21813.949780384508
2017-04-20,28149.624025582114
2017-04-21,29073.265096607167
2017-04-22,35420.55673972782
2017-04-23,29376.05017457236
2017-04-24,21625.531017025605
2017-04-25,16674.95188453344
2017-04-26,0
2017-04-27,31766.547569465278
2017-04-28,21315.696306035326
2017-04-29,47863.067701978995
2017-04-30,30945.029276734287
2017-05-01,37102.405767295626
2017-05-02,32328.26294093035
2017-05-03,36670.555937288955
2017-05-04,41767.571700808265
2017-05-05,33188.74202221856
2017-05-06,33083.05535250838
2017-05-07,28156.79061835287
2017-05-08,18877.96351464846
2017-05-09,35248.568931405134
