2017-03-15,2622,0.03232231121281461,0.023996567505720816,0.009188405797101451,0.9668169336384447
2017-03-16,3139,0.006028225549538064,0.018069130296272717,0.019437719018795773,0.9624937878305203
2017-03-17,4296,-0.045036918063314585,0.07655074487895709,0.10444902234636896,0.8190549348230931
2017-03-18,3399,-0.030289702853781166,0.09461459252721506,0.10960841423948192,0.7959043836422441
2017-03-19,2247,-0.07124339118825093,0.0690916777926123,0.10141566533155448,0.8293898531375118
2017-03-20,1598,-0.036468085106383205,0.05856946182728396,0.08178723404255331,0.8596157697121366
2017-03-21,1802,0.1453731964483907,0.11737791342952184,0.06331187569367355,0.8193052164261883
2017-03-22,1230,0.058290081300813014,0.06225934959349608,0.039594308943089365,0.8981414634146326
2017-03-23,1007,0.06137755710029771,0.05607149950347568,0.03133862959285005,0.912593843098315
2017-03-24,589,0.05443972835314094,0.06283191850594226,0.04032258064516126,0.8968896434634975
2017-03-25,1127,0.4718997338065664,0.2062937000887308,0.02468145519077199,0.7690204081632657
2017-03-26,627,0.2893285486443392,0.1368405103668259,0.023826156299840515,0.8393381180223287
2017-03-27,716,0.2643255586592181,0.13236592178770923,0.025240223463687154,0.8423868715083801
2017-03-28,1133,0.454966460723741,0.2023556928508393,0.019676963812886136,0.7779664607237364
2017-03-29,1030,0.5285132038834933,0.22872330097087484,0.015137864077669897,0.7561398058252414
2017-03-30,0,0,0,0,0
2017-03-31,981,0.6123535168195748,0.28176146788991,0.015088685015290513,0.7031529051987817
2017-04-01,534,0.07214119850187262,0.09219475655430714,0.05118913857677907,0.856623595505618
2017-04-02,462,0.09070346320346305,0.08601082251082252,0.039597402597402555,0.8743961038961052
2017-04-03,2324,-0.09863326161789693,0.11493889845094427,0.13940619621342745,0.7464066265060181
2017-04-04,1448,-0.08552727900552336,0.10368577348066299,0.12635704419889343,0.7706098066298279
2017-04-05,1520,0.07002848684210673,0.10709210526315684,0.07559144736842027,0.8176151315789425
2017-04-06,791,0.06748798988621968,0.10388748419721885,0.07360556257901352,0.822771175726926
2017-04-07,0,0,0,0,0
2017-03-15,2622,0.03232231121281461,0.023996567505720816,0.009188405797101451,0.9668169336384447
2017-03-16,3139,0.006028225549538064,0.018069130296272717,0.019437719018795773,0.9624937878305203
2017-03-17,4296,-0.045036918063314585,0.07655074487895709,0.10444902234636896,0.8190549348230931
2017-03-18,3399,-0.030289702853781166,0.09461459252721506,0.10960841423948192,0.7959043836422441
2017-03-19,2247,-0.07124339118825093,0.0690916777926123,0.10141566533155448,0.8293898531375118
2017-03-20,1598,-0.036468085106383205,0.05856946182728396,0.08178723404255331,0.8596157697121366
2017-03-21,1802,0.1453731964483907,0.11737791342952184,0.06331187569367355,0.8193052164261883
