Date,NumTweets,VaderComp,VaderPos,VaderNeg,VaderNeu,ImpactVader,FollowVader,TB,ImpactTB,FollowTB,Twinword,Stock,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16,Lag17,Lag18,Lag19,Lag20,Lag21
3/29/17,1895,0.072955092,0.113423219,0.07384591,0.812746174,-2.388035778,28250.28704,-0.021832738,-1.864000124,16736.81737,0.02246920099,66.300003,50.759998,51.869999,51.553333,51.236666,50.919998,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001
3/31/17,1472,0.11418587,0.100615489,0.044574049,0.854811141,2.01761712,34644.2073,0.075034971,1.10716969,26569.51695,0.06190769289,51.869999,51.553333,51.236666,50.919998,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002
4/1/17,922,0.161859436,0.122341649,0.03785141,0.839809111,-268.7983863,40586.59531,0.115768031,0.882470093,30790.8058,0.1288525415,51.553333,51.236666,50.919998,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133
4/2/17,1096,0.157717883,0.124892336,0.049399635,0.825703467,113.2756629,37095.11167,0.10095415,32.24697442,26477.62517,0.1459115028,51.236666,50.919998,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067
4/3/17,1069,0.103930496,0.099867166,0.052321796,0.847809167,-7.925559682,34310.90743,0.086075326,10.86772734,25170.36978,0.08967996365,50.919998,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75
4/4/17,1039,0.256147642,0.154004812,0.030046198,0.815947064,0.352183927,48454.03187,0.126923712,44.24599302,36444.62227,0.1589041068,49.759998,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999
4/5/17,1038,0.128415125,0.124749518,0.047678227,0.827564547,2394.053088,28250.81453,0.09112562,-1064.9882,27911.49769,0.1874332196,49.43,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001
4/6/17,990,0.21405,0.13980101,0.03429798,0.82590101,38.02651525,37479.98237,0.151346385,29.42269684,33073.10568,0.1660581868,50.779999,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77
4/7/17,700,0.194376429,0.124612857,0.028885714,0.846502857,9.289649714,42904.59995,0.150083967,11.55924827,44410.17455,0.146402183,50.630001,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52
4/8/17,902,0.195208758,0.114971175,0.018588692,0.866436807,23.40785499,44649.64372,0.1085481,-6.639874189,27569.48242,0.179631255,51.173332,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333
4/9/17,889,0.269346119,0.143771654,0.011971879,0.844258718,253.2019322,36697.52202,0.186658105,269.7322671,28949.963,0.189506856,51.716664,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667
4/10/17,1084,0.288007288,0.15849631,0.022512915,0.818982472,111.1364894,30935.60137,0.245401419,110.0973316,31355.9439,0.16708525,52.259998,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59
4/11/17,912,0.218439254,0.131088816,0.023054825,0.84585636,7.581500987,42484.01957,0.170797094,14.4196083,33092.81772,0.127705959,51.700001,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46
4/12/17,1354,0.22998257,0.143146233,0.022381093,0.834469719,41.87681721,38086.0155,0.164780571,18.16986299,32939.35875,0.188165938,52.080002,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,
