2017-03-15,837,0.1728482213434049
2017-03-16,825,0.11829633604781048
2017-03-17,922,0.13910485336071687
2017-03-18,1170,0.15407200786950198
2017-03-19,925,0.15012911246036248
2017-03-20,1830,0.14060033342713502
2017-03-21,2178,0.12404990537046687
2017-03-22,1282,0.10575980676763143
2017-03-23,1077,0.10515381596973261
2017-03-24,1697,0.13596846907389334
2017-03-25,1008,0.12677768748207532
2017-03-26,948,0.10687417409501275
2017-03-27,1083,0.12795480415945
2017-03-28,1103,0.11651032091035929
2017-03-29,1895,-0.02183273753793412
2017-03-30,25,0.06816666666666667
2017-03-31,1472,0.07503497135624956
2017-04-01,922,0.11576803061783913
2017-04-02,1096,0.10095415048611335
2017-04-03,1069,0.08607532641954457
2017-04-04,1039,0.1269237124383212
2017-04-05,1038,0.09112562026413784
2017-04-06,990,0.15134638536756434
2017-04-07,0,0
