2017-03-17,4889,-0.04777362633238051
2017-03-18,2742,0.18636922386090218
2017-03-19,6039,0.1028513952189946
2017-03-20,2981,0.10830601469458333
2017-03-21,2109,0.10587728914099512
2017-03-22,1652,0.1130493037048541
2017-03-23,2062,0.06268004087687645
2017-03-24,3696,0.0334170185662099
2017-03-25,2394,0.04862789975564608
2017-03-26,1575,0.08771201100670357
2017-03-27,2520,0.06965798566095607
2017-03-28,2092,0.08079177007240303
2017-03-29,2560,0.0466646579670864
2017-03-30,0,0
2017-03-31,5634,0.18354090417062754
2017-04-01,4242,0.004048150102709555
2017-04-02,1620,0.05337073455379807
2017-04-03,3082,0.0915129654262609
2017-04-04,3147,0.0805390443753864
2017-04-05,1755,0.09817815256479596
2017-04-06,2745,0.08600032492599032
2017-04-07,0,0
